question_id,question_content,question_tags
959406,headach 4 pm  5  didnt take anyth  took excedrin around 4 didnt help  took maxalt mlt around 5 help  take excedrin maxalt migrain,headach  migrain headach  migrain  rizatriptan  bone spur  comput tomographi  ct scan  maxalt mlt  maxalt  septoplasti
960175,mother breast cancer surgeri 3 month ago take arimidex  lost 2kg weight  problem,appetit  breast cancer  breast carcinoma  cancer  lose weight  surgeri  arimidex
960780,one cant sleep without trazodon  sleep trazodon  count sleep hang long wake,insomnia  sleepi  hangov  drowsi  melatonin  ramelteon  benadryl  antihistamin  trazodon  sleep
961027,im 36 week pregnant itchi rash arm thigh  also itch belli pant sit  ,itchi rash  rash  skin rash  small skin bump  obstetr  plaqu  pregnanc  dermatolog
96345,pain drain dental abscess dentist offic,abscess  dental abscess  tooth abscess
965608,histori elev blood protein8 38 7 sinc 09  recent spep elev gamma globulin  would pcp refer hematologist,inflamm  electrophoresi  plasma cell  protein electrophoresi  protein  hematolog
966097,get pain intens itch middl toe foot toe dri  okay  sweati  itch  likeathft never spread  alway toe  theathft medicin useless  sometim badthat wis,eczema  rash  skin rash  blood vessel injuri  neuroma  insur  nerv injuri  steroid  urgent care
970997,stop snore treatment stop feel asham sleep friend ,overweight  snore  sleep apnea  apnea  lose weight  lose weight  afrin  oxymetazolin  snore  sleep
986839,produd disc l5s1 sciatica buttock leg  hip testicl pain  im late feel fatigu time  link disc,fatigu  asthenia  herniat disk  leg weak  lethargi  testicular pain  chronic fatigu  nerv  testicl pain  sciatica
98840,mammogram sonogram done forlarg breast,sonogram  mammogram  ultrasound breast  digit mammogram
992985,realli bad chest pain  light head  dizzi yet feel realli heavi    tingl sensat left arm,chest pain  dizzi  tingl  vertigo  hydrat
995164,toothach caus headach dizzi im experienc symptom day  tooth puls hard chew ,insomnia  tooth pain  headach  dizzi  dental pain  immun diseas  vertigo  dental cari  sleep  dental health
1006475,tbree day ago eye hurt last nite got migrain imitrx help back head neck feel like burn hot bodi freez,migrain headach  migrain  aura  imitrex  nerv  freez  decompress  surgeri  occipit neuralgia
1007706,told breast feed 64 hour nuclear stress  need pump milk cycl,stress  feed  breastfeed
1012435,hurt ankl bad 30 day ago doc said like wasnt sprain got xray  wasnt fractur still sore fast worri,sprain strain  magnet reson imag  mri  sprain
1014653,common mild trochanter bursiti  sacroiliac degen arthriti l5s1 facet arthropathi indic combin,arthriti  pain joint  joint pain  arter  degen joint diseas  inflamm  physic therapi  trochanter bursiti  autonomi  osteoarthr
1019751,abcess tooth extract  bone graft,abscess  tooth abscess  bone graft  graft
1022257,root canal temporari fill top tooth fell  go back dentist,dentistri  bacteria  root canal
1025096,epidur inject low back pain l5 s1 disk herniat usual help patient procedur epidur inject,back pain  herniat disk  low back pain  pain back  sciatica  csf  epidur inject  epidur  nerv
1025663,abdomin painright side pelvi  back pain  nausea  weight loss  hemorrhoid seen red blood tp  could colon cancer,abdomin discomfort  back pain  nausea  abdomin pain  cancer  colon cancer  colorect cancer  lose weight  belli pain  colon
1025804,bruis like blotch seem skin  appear night top breast  symptom skin cancer etc,mole  skin cancer  melanoma  cancer  nodul  recent traumat event
1028023,get health anxieti  particular heart anxieti  ekg  echo   stress test came back normal along blood work  help,stress  feel anxious  stress test  stress echocardiographi  echo  anxieti
1028449,62  fell  hit head tub concuss   sinc  neck pain  told arthriti  never pain happen   normal,pain joint  neck pain  arthriti  asymptomat  cervic spondylosi  neurolog problem  natur remedi  physiotherapi  concuss  pain medic
1028928,almost 2 month tooth fill sensit bite crunchi thing pain  normal,
1030895,ct scan show small lung nodul  ive 3 chest xray prior noth show  happen determin cancer,lung nodul  cancer  pet  nodul  ct scan  comput tomographi  pet scan  biopsi
1039252,uti sever time  experi pain testicl urin sometim swell vein test  got cultur done e coli pus cell semen urin  treatment,obes  gynecomastia  enlarg male breast  male breast enlarg  marijuana  cannabi  supplement  teen  estrogen  calcium
1044463,pain shoulder  arm  scapula well pain back bendng neck forward  ~3 minut chest ct scan  normal 2 month ago smoker worri pancoast tumor  repeat chest ct scan necessari,arm pain  neoplasm  cancer  lung cancer  comput tomographi  ct chest
1047289,neck fusion 2009   numb shoulder neck pain   cant lift head bed either   what wrong,neck pain  numb  fusion
104794,would colon cancer show abdomin ct scan ,cancer  colon cancer  ct scan  colon  comput tomographi  ct abdomen
105038,hard solid lump right nippl  breast cancer,breast cancer  breast carcinoma  cancer  mammogram  femal health  sonogram  repeat ultrasound  biopsi
1052023,isnt doctor concern current blood pressur read 180 110 feel okay  headach dizzi signific stress ,high blood pressur  headach  dizzi  blood pressur  vertigo
1052452,low back pain  sx uti  kidney stone  etc dr  want send mri  hasnt check blood  etc standard healthi 32 yo,back pain  kidney stone  nephrolithiasi  mri  magnet reson imag  low back pain  pain back  sciatica
1053001,13 year old deep caviti    dentist say need root canal  safe shed get silver crown  better pull,root canal  crown  caviti
1059691,inflam tonsil four month test mono blood test reffer ent happend day orthodontist put brace,inflamm  mono  orthodont  ent head neck surgeri  ear nose throat  brace
1062311,reduc face swollen infect teeth antibiot dr advic appli warm cloth  pain pleas help,antibiot
1069861,chanc ms mri w  w contrast negative1 year ago one still live full almost ordinari life ms p  ms   ting feet  left hand  twitch  neg neuriti,multipl sclerosi  neuriti  mri  magnet reson imag  twitch
1069924,ultrasound show benign cyst breast   go away idea didnt show mammogram ultrasound,digit mammogram  ultrasound breast  sonogram  mammogram
1072480,whenev hear jaw littl bit hear click  tmj,tmj syndrom
107353,dream lump develop breast  mammogram,repeat ultrasound  sonogram  mammogram  digit mammogram
107492,like breast cancer call back xray mammogram,breast carcinoma  breast cancer  cancer  biopsi  mammogram  digit mammogram
108052,chew tobacco time whole life  go get mouth cancer,human immunodefici virus  cancer  oral cancer  mouth cancer  alcohol  hpv  chew tobacco  virus
1080999,moder overbit caus tmj seek correct jaw surgeri cant afford ,tmj syndrom  surgeri  overbit  jaw surgeri
108489,20 year old   got tooth back mouth get jaw pain sometim wisdom teeth remov feel ir help,teeth  anesthesia  local anesthesia  wisdom teeth  tooth extract
1091572,dump bad take cymbalta lexapro improv  enjoy noth,depress  major depress  live major depress  sleep  well lifestyl  deal depress  lifestyl chang  exercis  exercis
1094942,recent 2 4 wisdom teeth remov experienc lock jaw  get rid asap,lockjaw  tooth extract  wisdom teeth
1100920,tickl feel left ear neck left arm  could caus tmj  partial seizur  anxieti jaw bother today,feel anxious  tingl  tmj syndrom  seizur  convuls  anxieti
110476,saw blood stool im complet freak  could mean colon cancer famili ,cancer  colon cancer  colon  hemorrhoid  fece  colonoscopi  gastroenterolog
1112229,came mirtazapin week ago  depress want get back  work immedi sinc long,depress  melancholia  mirtazapin  remeron
1119538,red tender pain bump gum near tooth caus hist: htn pcos provera zestoret bad oral hygien,high blood pressur  polycyst ovari syndrom  provera  lisinopril hydrocholorthiazid  hypertens  zestoret
1121934,upper wisdom teeth right side began appear still complet  caus pain right side eye  ear   jaw  need help,wisdom teeth
1123511,went burn tingl feet check diabet vitamin defici   diabet vitamin low could caus,diabet type 2  diabet  burn sensat  nerv damag  neuropathi  tingl  vitamin defici  vitamin supplement  vitamin  alcohol
1126208,wisdom tooth lower left side jaw visibl grow  swollen  soar  annoy discomfort area well gum  safe eat normal,
1127194,runni nose  sneez  fever 101 3 cough feel like scrape lung throat sandpap   could thank,rhiniti  fever  cough  runni nose  upper respiratori infect
1128391,woke morn sore throat stuf nose  cough green mucus  bodi ach headach  slight fever   go dr stay home rest,throat pain  sore throat  headach  cough  fever  bodi ach  green mucus
113844,normal mouth ulcer outbreak dental clean caviti fill ,ulcer  oral ulcer  bacteria  virus  caviti  dental clean
1152008,3 year go=broken ankl  screw sprain akl play tenni auguet still swollen  cast  normal,broken bone  ankl swell  recov broken bone
1152016,caus discomfort dull pain tooth next wisdom tooth extract site less week extract,dental pain  tooth pain  tooth extract  wisdom tooth extract
1154512,safe take 400mgs zoloft  im current take 200  300 mgs daili  depress vari today bad,depress  hopeless  zoloft overdos  alcohol  overcom fatigu  aripiprazol  abilifi  abstin program  sertralin  zoloft
1157730,saw dentist tooth abscess  take amoxicillin three day  face jaw swollen face turn yellow  start take 2500 mg cocodamol approxim everi 45 hour  ido,abscess  tooth abscess  dental abscess  swollen face
1158246,short breath  chest pain  burp fart lot  cough wont go away  noisi stomachnot hungri  stomach cramp  ekg chest xray 2 week ago clear  gerd,chest pain  belch  flatul  cough  breathless  chest tight  chest pressur  angina  electrocardiogram  gastroesophag reflux diseas
1162708,slight sore throat  bodi ach  runni nose  ear hurt    flu cold,rhiniti  sore throat  throat pain  flu  runni nose
1163102,dr stronger drug 10mg lexapro 30mg cymbalta thank,lexapro  duloxetin  cymbalta
116315,famili histori breast cancer would like know mammogram start,breast cancer  breast carcinoma  cancer  mammogram  femal health  counsel  genet counsel
1163407,wife 6 week old medial meniscus root tear knee mri  symptom uniqu  pain knee thigh ankl muscl seiz walk 50ft+ sit 60min  advic idea,mri  magnet reson imag  knee injuri
1164193,abdomin ct rule kidney stone abdomin pain w contrast detect colon cancer,abdomin discomfort  abdomin pain  nephrolithiasi  kidney stone  cancer  colon cancer  belli pain  comput tomographi  colon
1164252,ive feel dizzi sit walk month  ear infect stress optic blood pressur control,dizzi  stress  stress less
116442,abdomin cat scan show colon cancer,cancer  colon cancer  ct abdomen  bowel prep  ct scan  colon  colonoscopi  bowel
1165374,normal feel littl itchi vagin area period discharg  yeast infect,yeast infect  yeast  candida
1176223,recent ceriv mri  impression:larg disc protrus c56  sever stenosi  myelomalacia,herniat disk  magnet reson imag  mri  c5
1179369,pleas doctor think lymphoma make go ent due 1 tonsil 50% bigger otherno symptom im scare im cri constant cbc normal chest abd ct norma,cri  lymphoma  ear nose throat  ent head neck surgeri  comput tomographi  complet blood count  cbc
1179687,true anti depress prescrib depress alway result low serotonin case pill make suicid,antidepress
1184670,neurologist clear blood test  eeg mri  suffer someth undiagnos similar dementia ms els done,dementia  multipl sclerosi  mri  magnet reson imag  eeg  neurolog
1184903,safe take ibuprofen metoprolol  lisinopril hctz  klorcon 10,heart failur  metoprolol  zestril  rufen  prinivil  nuprin  motrin  hypertens  lisinopril  klorcon
1195610,im 100mg trazodon  100mg zoloft 1000mg depakot 2mg risper  seroquel xr 150mg night  feel high 30minut later happen,zoloft  trazodon  sertralin  seroquel  quetiapin  divalproex  desyrel  depakot
1196252,yesterday er  chest pain  low diuresi low bpi high bp ecg normal  troponin urin normal  end home bp persist low 10565 could dont feel dizzi txs,dizzi  chest pain  abnorm blood pressur  chest pressur  chest tight  angina  hypertens  hypertens  troponin  blood pressur
1199426,lump scalp itchi also dandruff explan,dandruff  sever itch  treat dandruff
120221,possibl child teen get depress like adult,fussi  depress  teen  psychiatri  children
1209112,jaw tens wont releas one side   doesnt lock realli tight   could tmj without click ,tmj syndrom
1210643,normal mri mra neck  carotid  posterior fossa  numb face  arm  leg  worri stroke,tingl  stroke  cerebr vascular accid  numb  mri  magnet reson imag
1210906,19  hard get maintain erect  low sex drive  tri stay activ alway sleepi meal  littl chest hair  patchi facial hair,drowsi  loss sex drive  male health  sex  libido  facial  erect  sexual drive
1216602,cough medicin child take take 50mg zoloft 2mg abilifi,cough  zoloft  dextromethorphan cough syrup  sertralin  children  aripiprazol  antituss  abilifi
